ID;Title*;DOI;Database;Authors;Title;Year;Published In;Abstract;Keywords;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;Real-time control and scheduling of flexible manufacturing systems: An ordinal optimisation based approach;10.1007/BF01438229;Springer;"Peng, Chong; Chen, F. Frank";Real-time control and scheduling of flexible manufacturing systems: An ordinal optimisation based approach;1998;The International Journal of Advanced Manufacturing Technology;A unique real-time control and scheduling framework for flexible manufacturing systems (FMS) is presented in this paper. The framework enables the adoption of different scheduling policies for short-term intervals when responding to the dynamic changes of the FMS shop floor status. Each time when rescheduling is called for, standard clock (SC) simulation is first employed to evaluate the performance of a set of scheduling policies for a short planning horizon. The ordinal optimisation concept is then used to choose quickly the most desirable scheduling policy. Owing to the use of the standard clock technique and the ordinal optimisation concept, this framework accomplishes a dramatic reduction in the time needed for decision making, the essential requirement for real-time control. It is also found that as the scale of the problem increases, the decision-making time increases linearly rather than exponentially. These two important features indicate that this framework has the potential for being successfully implemented in real FMS settings. Although the framework cannot always guarantee the global “best” performance, the case study indicates that satisfactory performance results are always achieved by using this framework.;"Coloured Petri net; Flexible manufacturing system; Ordinal optimisation; Scheduling and control; Standard clock";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;;10.1023/A:1007943113785;Springer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;;10.1023/A:1007934111358;Springer;;;;;The Vahm Robotized Wheelchair: System Architecture and Human-Machine Interaction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;Intelligent Robotic Systems Based on Soft Computing—Adaptation, Learning and Evolution;10.1007/978-3-642-58930-0_22;Springer;"Fukuda, Toshio; Shimojima, Koji";Intelligent Robotic Systems Based on Soft Computing—Adaptation, Learning and Evolution;1998;Computational Intelligence: Soft Computing and Fuzzy-Neuro Integration with Applications;This paper deals with some intelligent control schemes for robotic systems, such as a hierarchical control based on fuzzy, neural network, genetic algorithm, reinforcement learning control, and group behavior control scheme. We also introduce the network robotic system, which is a new trend in robotic systems. The hierarchical control scheme has three levels: learning level, skill level and adaptation level. The learning level manipulates symbols to reason logically for control strategies. The skill level produces control references along with the control strategies and sensory information on environments. The adaptation level controls robots and machines while adapting to their environments which include uncertainties. For these levels and to connect them, artificial intelligence, neural networks, fuzzy logic, and genetic algorithms are applied to the hierarchical control system while integrating and synthesizing themselves. To be intelligent, the hierarchical control system learns various experiences both in a top-down manner and a bottom-up manner. The reinforcement learning is very important for acquisition of the control signal without any previous information of the system or environment. The group behavior control scheme which is one of the artificial life research areas, and the network robot control scheme are also very important for multiple robotic systems. Thus, these control schemes are effective for intelligent robotics.;"Neuro-fuzzy system; genetic algorithm; hierarchical control; group robots; network robots";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;Virtual Enterprises in Tourism: Folklore and Facts — Conceptual Challenges for Academic Research —;10.1007/978-3-7091-7504-0_28;Springer;Schertler, Walter;Virtual Enterprises in Tourism: Folklore and Facts — Conceptual Challenges for Academic Research —;1998;Information and Communication Technologies in Tourism 1998;“In the last few years, we have seen a revolution in the worldwide political landscape, the rise of intense international competition, faster product development cycles, and explosive growth in the service sector. As we edge toward the next century, all signs indicate that both the complexity and the pace of change in the global economy will increase” [1/p.8].;"Strategic Management; Core Competency; Tourism Industry; Virtual Enterprise; Sustainable Competitive Advantage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;Evaluating Subject Matter Experts’ Learning and Use of an ITS Authoring Tool;10.1007/3-540-68716-5_21;Springer;"Wenzel, Brenda M.; Dirnberger, Mary T.; Hsieh, Pat Y.; Chudanov, Tom J.; Halff, Henry M.";Evaluating Subject Matter Experts’ Learning and Use of an ITS Authoring Tool;1998;Intelligent Tutoring Systems;Because ITSs offer knowledge-based instruction, ITS authoring shells can use knowledge acquisition systems to bring courseware development within the reach of subject-matter experts unskilled in instructional design and development. The Experimental Advanced Instructional Design Advisor (XAIDA), a simple ITS shell, was evaluated in a study of 17 Air Force medical-technician trainers. The study examined XAIDA’s learnability, usability, and acceptability to the participants using a one-week combined training and evaluation program. All participants were able to produce courseware using XAIDA. Measures of cognitive structure indicated that their conception of XAIDA’s features became more similar to that of an expert as the result of training. Performance tests, skill ratings and usability ratings indicated that XAIDA is both usable and learnable. Participant’s attitudes were generally positive except at a point when training required a difficult cognitive shift. Attitudes remained focused througout training on personal and low-level concerns, indicating the participants were not likely to be early adapters of the technology. The results have implications for the deployment of ITS shells in operational environments.;"Instructional Design; Intelligent Tutoring System; Authoring Tool; Instructional Delivery; Educational Technology Publication";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;The 7th Workshop for PhD Students in Object-Oriented Systems;10.1007/3-540-69687-3_79;Springer;"Gerhardt, Frank; Wohlrab, Lutz; Ernst, Erik";The 7th Workshop for PhD Students in Object-Oriented Systems;1998;Object-Oriented Technologys;It is a tradition at ECOOP conferences to have a workshop for PhD students, conducted by the network of PhD Students in Object-Oriented Systems (PhDOOS). The purpose of this network is to help leveraging the collective resources of young researchers in the object community by improving the communication and cooperation between them. In a year of the PhDOOS network the workshop is the main event where we meet face-to-face. Between workshops we stay in touch through our mailing list. More information on the PhDOOS network can be found at http://purl.org/net/PhDOOS.;"Design Pattern; Process Algebra; Mobile Object; Abstract Machine; Case Tool";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;Interface between CAD and Rapid Prototyping systems. Part 2: LMI — An improved interface;10.1007/BF01176301;Springer;"Kai, Chua Chee; Jacob, Gan G. K.; Mei, Tong";Interface between CAD and Rapid Prototyping systems. Part 2: LMI — An improved interface;1997;The International Journal of Advanced Manufacturing Technology;The STL (STereoLithography) file format, as developed by 3D Systems, has been widely used by most Rapid Prototyping (RP) systems and is supported by all major computer-aided design (CAD) systems. However, it is necessary to improve the STL format to meet the development needs of RP technologies. In Part 1, several existing and proposed formats have been discussed. This paper, Part 2, will present an improved interface between CAD and RP systems. The new interface is a file format that supports the STL format, removes redundant information in the STL format and adds topological information to balance storage and processing cost. In addition to supporting facet boundary models, the new interface supports precise models by using the edge-based boundary representation. This paper discusses the design considerations of the new interface and data structures for both facet models and precise models. Finally, a comparison of the new interface and the STL file format will be made.;"Computer-aided design (CAD); Computer-aided manufacture (CAM); Data exchange; Rapid prototyping; STL (STereoLithography) format";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;;10.1023/A:1018742004992;Springer;;;;;Roles have been widely used for modeling theauthority, responsibility, functions, and interactions,associated with manager positions within organizations.In this paper, we discuss the issues related tospecifying roles for both human and automated managersof distributed computer systems. The starting point isthat a role can be defined in terms of the authorizationand obligation policies, for a particular managerposition, which specify what actions the manager ispermitted or is obliged to do on a set of targetobjects. This permits individuals to be assigned orremoved from positions without respecifying the policiesfor the role. However these policies are insufficientfor fully specifying relationships between managers andthe targets they manage or between different managerroles. There is a need to specify the interactionprotocols and how managers coordinate and synchronizetheir activities. The role-based framework consists ofa set of tools enabling the creation of roles frompolicies, the specification of the concurrencyconstraints for role activities and the specification ofprotocols for role interaction. In addition, the issuesrelated to conflicts which can occur between policieswithin a role or between interacting roles are brieflydiscussed.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475;PERE: Evaluation and Improvement of Dependable Processes;10.1007/978-1-4471-0937-2_28;Springer;"Bloomfield, Robin; Bowers, John; Emmet, Luke; Viller, Stephen";PERE: Evaluation and Improvement of Dependable Processes;1997;Safe Comp 96;In the development of systems that have to be dependable, weaknesses in the requirements engineering (RE) process are highly undesirable. Such weaknesses may either introduce undetected system weaknesses, or otherwise significant costs may arise in their correction later in the development process. Typically, the RE process contains a number of individual and group activities and thus is particularly subject to weaknesses arising from human factors. Our work has concerned the development of PERE (Process Evaluation in Requirements Engineering), which is a structured method for analysing processes for weaknesses and proposing process improvements against them. PERE combines two complementary viewpoints within its process evaluation approach. Firstly, a classical engineering analysis is used for process modelling and generic process weakness identification. This initial analysis is fed into the second analysis phase, in which those process components that are primarily composed of human activity, their interconnections and organisational context are subject to a systematic human factors analysis. In this paper we briefly describe PERE and provide examples of the application experience to date.;"Human Factor; Requirement Engineering; Process Improvement; Requirement Engineer; Fault Tree Analysis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476;A hierarchical model of agent based on skill, rules, and knowledge;10.1007/3-540-61291-2_52;Springer;Chaib-draa, B.;A hierarchical model of agent based on skill, rules, and knowledge;1996;Advances in Artifical Intelligence;The principal aim of this research is to structure agents according to different situations that have to deal with. To achieve this, we propose a conceptual model with a hierarchical structure defined by the skill-rule-knowledge ( S — R — K ) levels. At the skill level, the agent deals with routines and her behavior is governed by stored patterns of predefined procedures, that map directly an observation (i.e. perception) to an action. The rule-based level represents more conscious behavior and it deals with familiar situations. This behavior is generally conventionally described by a set of heuristics. Finally, the knowledge-based level accounts for unfamiliar situations for which know-how or rules are not available. An implementation of this model has been done in the context of a multiagent environment to confirm our mean expectation: the perceptual processing (i.e., S and R levels) is fast, effortless and is propitious for coordinated activities between agents , whereas the analytical problem solving (i.e., K level) is slow, laborious and can lead to conflicts between agents.;"Multiagent System; Perception Module; Agent Architecture; Causal Belief; Execution Module";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
